character,wb
公款,"wcff"
公干,"wcfg"
伜,"wcfh"
颂声,"wcfn"
公元,"wcfq"
瓮,"wcg"
公开,"wcga"
公正,"wcgh"
公理,"wcgj"
公事,"wcgk"
瓮,wcgn
公平,"wcgu"
仅此,"wchx"
翁源,"wcid"
公婆,"wcih"
公演,"wcip"
公汽,"wcir"
公海,"wcit"
公里,"wcjf"
仅是,"wcjg"
佁,"wck"
公吨,"wckg"
公路,"wckh"
仅只,"wckw"
公园,"wclf"
公车,"wclg"
翁,"wcn"
公民,"wcna"
翁,wcnf
公愤,"wcnf"
公司,"wcng"
勜,"wcnl"
忩,"wcnu"
公尺,"wcny"
公粮,"wcoy"
公害,"wcpd"
公家,"wcpe"
化验室,"wcpg"
公寓,"wcpj"
优柔寡断,"wcpo"
公安,"wcpv"
公社,"wcpy"
兊,"wcqb"
公然,"wcqd"
俊逸,"wcqk"
公馆,"wcqn"
侔,"wcr"
公报,"wcrb"
侔,wcrh
公制,"wcrm"
颂扬,"wcrn"
公拆,"wcrr"
公斤,"wcrt"
俊材,"wcsf"
颂歌,"wcsk"
俊杰,"wcso"
公木,"wcss"
枀,"wcsu"
俟,"wct"
公升,"wcta"
公私,"wctc"
俟,wctd
公敌,"wctd"
俊秀,"wcte"
公告,"wctf"
公务,"wctl"
公物,"wctr"
公,wcu
公关,"wcud"
俊美,"wcug"
公章,"wcuj"
公决,"wcun"
公交,"wcuq"
公道,"wcut"
公立,"wcuu"
公益,"wcuw"
公帑,"wcvc"
翁姑,"wcvd"
俊,"wcw"
公仔,"wcwb"
仅仅,"wcwc"
公会,"wcwf"
公债,"wcwg"
公仆,"wcwh"
俊俏,"wcwi"
翁仲,"wcwk"
公休,"wcws"
俊,wcwt
公分,"wcwv"
公众,"wcww"
傩,"wcwy"
公顷,"wcxd"
公费,"wcxj"
公约,"wcxq"
仅,"wcy"
公证,"wcyg"
公亩,"wcyl"
颂词,"wcyn"
公诉,"wcyr"
公认,"wcyw"
公文,"wcyy"
估,"wd"
佐,"wda"
做工,"wdaa"
保存期,"wdad"
佐,wdag
优雅,"wdah"
段落,"wdai"
做功,"wdal"
八百功德,"wdat"
今非昔比,"wdax"
做出,"wdbm"
伌,"wdbn"
做戏,"wdca"
伖,"wdcy"
集大成者,"wddf"
优厚,"wddj"
做成,"wddn"
做寿,"wddt"
颂古非今,"wddw"
侑,"wde"
侑,wdeg
做爱,"wdep"
优胜,"wdet"
倀,"wdey"
侉,"wdf"
倴,"wdfa"
伏地,"wdfb"
倴城,"wdfd"
侲,"wdfe"
傉,"wdff"
优越,"wdfh"
倷,"wdfi"
伏击,"wdfm"
侉,wdfn
贪大求全,"wdfw"
估,wdg
仨,"wdg"
休戚与共,"wdga"
华盛顿,"wdgb"
做到,"wdgc"
倚天,"wdgd"
供大于求,"wdgf"
八面玲珑,"wdgg"
伏下,"wdgh"
优惠,"wdgj"
做事,"wdgk"
低三下四,"wdgl"
伟大事业,"wdgo"
华而不实,"wdgp"
从古到今,"wdgw"
偰,"wdh"
侟,"wdhb"
做上,"wdhh"
优点,"wdhk"
傂,"wdhm"
傶,"wdht"
假面具,"wdhw"
做法,"wdif"
估测,"wdim"
优渥,"wdin"
优劣,"wdit"
伏流,"wdiy"
佰,"wdj"
俳,"wdjd"
佰,wdjg
估量,"wdjg"
集成电路,"wdjk"
俺,"wdjn"
佑,"wdk"
佑,wdkg
传感器,"wdkk"
佐罗,"wdlq"
段,"wdm"
段,wdmc
偭,"wdmd"
佈,"wdmh"
侕,"wdmj"
侃大山,"wdmm"
八达岭,"wdmw"
优,"wdn"
优异,"wdna"
优,wdnn
全面性,"wdnt"
佐料,"wdou"
做完,"wdpf"
传达室,"wdpg"
保存实力,"wdpl"
做官,"wdpn"
做客,"wdpt"
优裕,"wdpu"
做案,"wdpv"
做错,"wdqa"
做饭,"wdqn"
傸,"wdqq"
何厚铧,"wdqw"
估摸,"wdra"
优质,"wdrf"
傆,"wdri"
公有制,"wdrm"
优势,"wdrv"
倚,"wds"
倚,wdsk
僚机,"wdsm"
做梦,"wdss"
做,"wdt"
优秀,"wdte"
优先,"wdtf"
优生,"wdtg"
估算,"wdth"
伏特,"wdtr"
伏笔,"wdtt"
做答,"wdtw"
做,wdty
僚,"wdu"
优美,"wdug"
傄,"wduh"
僚,wdui
估产,"wdut"
倚门,"wduy"
傭,"wdv"
做好,"wdvb"
偰,wdvd
傭,wdvh
傣,"wdw"
人寿保险,"wdwb"
倚仗,"wdwd"
俸,"wdwh"
傣,wdwi
偆,"wdwj"
做假,"wdwn"
作威作福,"wdwp"
做作,"wdwt"
做人,"wdww"
优化,"wdwx"
俸给,"wdxw"
伏,"wdy"
集成度,"wdya"
优育,"wdyc"
估计,"wdyf"
做主,"wdyg"
信成就,"wdyi"
做为,"wdyl"
倚望,"wdyn"
仗义,"wdyq"
伏诛,"wdyr"
傣族,"wdyt"
优良,"wdyv"
借古讽今,"wdyw"
仗,"wdyy"
仍,"we"
佣工,"weaa"
俘获,"weaq"
俘,"web"
俘,webg
俷,"wec"
仍有,"wede"
集腋成裘,"wedf"
化肥厂,"wedg"
倗,"wee"
仍未,"wefi"
优胜者,"weft"
仴,"weg"
作用于,"wegf"
伹,"wegg"
佣,"weh"
俘虏,"weha"
信用卡,"wehh"
仍旧,"wehj"
仍是,"wejg"
伺服器,"wekk"
作用力,"welt"
偁,"wem"
仍,wen
僾,"wep"
僢,"weph"
信用社,"wepy"
仍然,"weqd"
佣金,"weqq"
佣兵,"werg"
傜,"werm"
使用权,"wesc"
倸,"wesy"
伤脑筋,"wete"
僞,"weto"
俀,"wev"
僜,"wewu"
使用价值,"weww"
傒,"wex"
使用费,"wexj"
伋,"wey"
合肥市,"weym"
使用率,"weyx"
伋,weyy
会,"wf"
偾,"wfa"
传戒,"wfaa"
佳节,"wfab"
佳期,"wfad"
值勤,"wfak"
傤,"wfal"
偾,wfam
传世,"wfan"
佳茗,"wfaq"
会聚,"wfbc"
传承,"wfbd"
会阴,"wfbe"
侍卫,"wfbg"
付出,"wfbm"
会,wfc
付予,"wfcb"
佳能,"wfce"
坐井观天,"wfcg"
刽,"wfcj"
会,wfcu
伎,"wfcy"
儒,"wfd"
人才辈出,"wfdb"
会友,"wfdc"
伟大,"wfdd"
众志成城,"wfdf"
传感,"wfdg"
儒,wfdj
仁厚,"wfdj"
会面,"wfdm"
传达,"wfdp"
传奇,"wfds"
侍奉,"wfdw"
舒服,"wfeb"
会脚,"wfef"
仁爱,"wfep"
侍,"wff"
祭地,"wffb"
传动,"wffc"
付款,"wfff"
佳,"wffg"
传真,"wffh"
舒坦,"wffj"
会场,"wffn"
僥,"wffq"
会考,"wfft"
佳境,"wffu"
侍,wffy
仁,"wfg"
传开,"wfga"
传到,"wfgc"
从无到有,"wfgd"
供过于求,"wfgf"
传下,"wfgh"
轝,"wfgl"
佳丽,"wfgm"
付与,"wfgn"
传来,"wfgo"
低声下气,"wfgr"
歟,"wfgw"
值班,"wfgy"
什,"wfh"
佱,"wfhf"
值,"wfhg"
会上,"wfhh"
人声鼎沸,"wfhi"
会战,"wfhk"
値,"wfhn"
会餐,"wfhq"
傎,"wfhw"
值此,"wfhx"
祭,"wfi"
优哉游哉,"wfif"
付清,"wfig"
人才济济,"wfii"
畲,"wfil"
会演,"wfip"
促进派,"wfir"
祭酒,"wfis"
会海,"wfit"
祭,wfiu
佘,"wfiu"
传染,"wfiv"
俅,"wfiy"
傋,"wfj"
佳里,"wfjf"
会晤,"wfjg"
舒畅,"wfjh"
值日,"wfjj"
传电,"wfjn"
舍监,"wfjt"
舍,"wfk"
舒,"wfkb"
舍,wfkf
创刊号,"wfkg"
僖,"wfkk"
会员,"wfkm"
付嘱,"wfkn"
鵨,"wfko"
仁兄,"wfkq"
传呼,"wfkt"
舖,"wfky"
舆,"wfl"
传国,"wflg"
传回,"wflk"
儥,"wflm"
传略,"wflt"
舆,wflw
传输,"wflw"
祭典,"wfma"
付邮,"wfmb"
伟岸,"wfmd"
臖,"wfme"
会同,"wfmg"
付帐,"wfmh"
爨,"wfmo"
会见,"wfmq"
付账,"wfmt"
釁,"wfmv"
璺,"wfmy"
伟,"wfn"
舒展,"wfna"
传导,"wfnf"
传情,"wfng"
伟,wfnh
祭悼,"wfnh"
舍己,"wfnn"
优越性,"wfnt"
怤,"wfnu"
传,"wfny"
伟业,"wfog"
传灯,"wfos"
侼,"wfpb"
儒家,"wfpe"
仁宗,"wfpf"
会审,"wfpj"
佳宾,"wfpr"
会客,"wfpt"
祭礼,"wfpy"
発,"wfqb"
佳肴,"wfqd"
觷,"wfqf"
值钱,"wfqg"
传销,"wfqi"
佳句,"wfqk"
会馆,"wfqn"
燢,"wfqo"
什锦,"wfqr"
会儿,"wfqt"
雤,"wfqy"
会报,"wfrb"
祭拜,"wfrd"
传授,"wfre"
会后,"wfrg"
舍掉,"wfrh"
八进制,"wfrm"
传扬,"wfrn"
传播,"wfrt"
传热,"wfrv"
八十年代,"wfrw"
传票,"wfsf"
佳酿,"wfsg"
伟哥,"wfsk"
传真机,"wfsm"
付梓,"wfsu"
会要,"wfsv"
传述,"wfsy"
佬,"wft"
会长,"wfta"
侾,"wftb"
什么,"wftc"
舒适,"wftd"
仁德,"wftf"
儒生,"wftg"
值得,"wftj"
全过程,"wftk"
会务,"wftl"
舍身,"wftm"
侤,"wftn"
佳冬,"wftu"
佬,wftx
传入,"wfty"
倖,"wfu"
传闻,"wfub"
传送,"wfud"
公元前,"wfue"
会意,"wfuj"
传问,"wfuk"
会商,"wfum"
儒将,"wfuq"
公元前后,"wfur"
会首,"wfut"
传阅,"wfuu"
传递,"wfux"
佞,"wfv"
传媒,"wfva"
姇,"wfvf"
佞,wfvg
传召,"wfvk"
仕女,"wfvv"
舒婷,"wfvy"
伕,"wfw"
传代,"wfwa"
传颂,"wfwc"
全运会,"wfwf"
会合,"wfwg"
侍候,"wfwh"
佳偶,"wfwj"
儧,"wfwm"
货真价实,"wfwp"
佳作,"wfwt"
伟人,"wfww"
仁化,"wfwx"
会集,"wfwy"
传经,"wfxc"
舒缓,"wfxe"
佳绩,"wfxg"
付费,"wfxj"
传纪,"wfxn"
会约,"wfxq"
舒张,"wfxt"
传给,"wfxw"
传统,"wfxy"
付,"wfy"
会试,"wfya"
什邡,"wfyb"
传诵,"wfyc"
会计,"wfyf"
会齐,"wfyj"
登封市,"wfym"
传记,"wfyn"
会谈,"wfyo"
仁义,"wfyq"
什麽,"wfys"
佳话,"wfyt"
传说,"wfyu"
姇,wfyv
舆论,"wfyw"
会议,"wfyy"
全,"wg"
侀,"wga"
合式,"wgaa"
使节,"wgab"
逾期,"wgad"
合著,"wgaf"
倒戈,"wgag"
使臣,"wgah"
全勤,"wgak"
傲世,"wgan"
合营,"wgap"
伊丽莎白,"wgar"
伅,"wgb"
例子,"wgbb"
登陆,"wgbf"
便函,"wgbi"
拿出,"wgbm"
全院,"wgbp"
代表队,"wgbw"
倒,"wgc"
使劲,"wgca"
全能,"wgce"
侄,"wgcf"
倒,wgcj
登台,"wgck"
領,"wgcm"
鴒,"wgco"
合欢,"wgcq"
癸,"wgd"
戣,"wgda"
鄈,"wgdb"
全套,"wgdd"
便有,"wgde"
从现在起,"wgdf"
僵硬,"wgdg"
全面,"wgdm"
合成,"wgdn"
癸,wgdu
合奏,"wgdw"
登龙,"wgdx"
傅,"wge"
便服,"wgeb"
合肥,"wgec"
全貌,"wgee"
傅,wgef
倩,"wgeg"
俞,"wgej"
合股,"wgem"
愈,"wgen"
逾,"wgep"
觎,"wgeq"
倒彩,"wges"
使用,"wget"
倒腾,"wgeu"
歈,"wgew"
命脉,"wgey"
全,wgf
登载,"wgfa"
倒地,"wgfb"
命运,"wgfc"
债款,"wgff"
合十,"wgfg"
拿走,"wgfh"
倒塌,"wgfj"
傳雷,"wgfl"
倒坍,"wgfm"
全场,"wgfn"
信不过,"wgfp"
全无,"wgfq"
全才,"wgft"
全境,"wgfu"
伍,"wgg"
拿开,"wgga"
拿到,"wggc"
全天,"wggd"
全球,"wggf"
合一,"wggg"
倒下,"wggh"
全不,"wggi"
合理,"wggj"
全速,"wggk"
全责,"wggm"
拿来,"wggo"
全班,"wggy"
佂,"wghg"
登上,"wghh"
便餐,"wghq"
剑,"wgi"
倒灌,"wgia"
合法,"wgif"
分不清,"wgig"
从严治党,"wgii"
剑,wgij
俖,"wgik"
全党,"wgip"
剑潭,"wgis"
敛,"wgit"
便当,"wgiv"
便溺,"wgix"
合流,"wgiy"
便,"wgj"
逾时,"wgjf"
倒是,"wgjg"
倲,"wgji"
全日,"wgjj"
僡,"wgjn"
便,wgjq
合夥,"wgjs"
登临,"wgjt"
合照,"wgjv"
歈,wgjw
合影,"wgjy"
合,"wgk"
龠,"wgka"
命,"wgkb"
敆,"wgkc"
儾,"wgke"
合,wgkf
鸽,"wgkg"
命中,"wgkh"
合唱,"wgkj"
樖,"wgkk"
盒,"wgkl"
凳,"wgkm"
翕,"wgkn"
贫下中农,"wgkp"
使,"wgkq"
拿,"wgkr"
合川,"wgkt"
登,"wgku"
劎,"wgkv"
歙,"wgkw"
龛,"wgkx"
劒,"wgky"
僵,"wgl"
鄶,"wglb"
僵固,"wgld"
代表团,"wglf"
僵,wglg
全国,"wglg"
會,"wglj"
愈加,"wglk"
鸙,"wglo"
全力,"wglt"
合办,"wglw"
俩,"wgm"
侖,"wgma"
登岸,"wgmd"
傲骨,"wgme"
敛财,"wgmf"
合同,"wgmg"
倒帐,"wgmh"
傮,"wgmj"
登山,"wgmm"
伅,wgmn
俩,wgmw
债,"wgmy"
佤,"wgn"
全民,"wgna"
兮,"wgnb"
合情,"wgng"
傲慢,"wgnj"
合璧,"wgnk"
全局,"wgnn"
鳹,"wgno"
代表性,"wgnt"
全心,"wgny"
俨,"wgo"
俨,wgod
企事业,"wgog"
倒数,"wgov"
俫,"wgoy"
贪天之功,"wgpa"
便宜,"wgpe"
公开赛,"wgpf"
拿定,"wgpg"
全军,"wgpl"
侠客,"wgpt"
命案,"wgpv"
全神,"wgpy"
例,"wgq"
倒错,"wgqa"
全然,"wgqd"
全角,"wgqe"
例外,"wgqh"
例,wgqj
命名,"wgqk"
使馆,"wgqn"
合金,"wgqq"
傲,"wgqt"
登报,"wgrb"
倒反,"wgrc"
合拢,"wgrd"
僵持,"wgrf"
便捷,"wgrg"
全年,"wgrh"
偷天换日,"wgrj"
傲气,"wgrn"
合抱,"wgrq"
合拍,"wgrr"
拿手,"wgrt"
全拼,"wgru"
便携,"wgrw"
全权,"wgsc"
全票,"wgsf"
命相,"wgsh"
登机,"wgsm"
倒楣,"wgsn"
登楼,"wgso"
登攀,"wgsq"
合格,"wgst"
全校,"wgsu"
命根,"wgsv"
剑术,"wgsy"
全长,"wgta"
合适,"wgtd"
全盘,"wgte"
例行,"wgtf"
便笺,"wgtg"
合算,"wgth"
使得,"wgtj"
全程,"wgtk"
债务,"wgtl"
全身,"wgtm"
便秘,"wgtn"
全称,"wgtq"
便条,"wgts"
合乎,"wgtu"
修正稿,"wgty"
侠,"wgu"
合并,"wgua"
倒头,"wgud"
盒装,"wguf"
伻,"wguh"
合意,"wguj"
全部,"wguk"
合资,"wguq"
全新,"wgus"
剑道,"wgut"
倒立,"wguu"
侠,wguw
愈益,"wguw"
登门,"wguy"
俓,"wgva"
合好,"wgvb"
倒退,"wgve"
合建,"wgvf"
倢,"wgvh"
登录,"wgvi"
創,"wgvj"
例如,"wgvk"
鶬,"wgvo"
合群,"wgvt"
侄女,"wgvv"
全优,"wgwd"
全会,"wgwf"
使命,"wgwg"
全天候,"wgwh"
愈来愈少,"wgwi"
例假,"wgwn"
合伙,"wgwo"
倒爷,"wgwq"
全体,"wgws"
合作,"wgwt"
代理人,"wgww"
合理化,"wgwx"
命令,"wgwy"
侇,"wgx"
华严经,"wgxc"
合组,"wgxe"
全线,"wgxg"
合约,"wgxq"
全乡,"wgxt"
拿给,"wgxw"
倒毙,"wgxx"
合编,"wgxy"
合谋,"wgya"
便衣,"wgye"
合计,"wgyf"
例证,"wgyg"
合为,"wgyl"
全市,"wgym"
登记,"wgyn"
侠义,"wgyq"
合订,"wgys"
登州,"wgyt"
合谐,"wgyx"
全文,"wgyy"
个,"wh"
儢,"wha"
企划,"whaj"
修葺,"whak"
俿,"wham"
个子,"whbb"
侦防,"whby"
侦骑,"whcd"
佊,"whcy"
侦破,"whdh"
修面,"whdm"
企,"whf"
倏地,"whfb"
修士,"whfg"
企求,"whfi"
悠远,"whfq"
候教,"whft"
仩,"whg"
修正,"whgh"
修理,"whgj"
修整,"whgk"
傿,"whgo"
倶,"whgw"
佧,"whh"
俶,"whhc"
众目睽睽,"whhh"
个旧,"whhj"
企盼,"whhw"
佧,whhy
俶,whi
修治,"whic"
侦测,"whim"
修学,"whip"
候光,"whiq"
悠游,"whiy"
个,whj
倬,"whjh"
佔,"whkg"
修路,"whkh"
个别,"whkl"
候车,"whlg"
候驾,"whlk"
企图,"whlt"
侦办,"whlw"
侦,"whm"
侦,whmy
候,"whn"
候,whnd
修己,"whnn"
修改,"whnt"
修习,"whnu"
修炼,"whoa"
企业,"whog"
依此类推,"whor"
个数,"whov"
修定,"whpg"
候审,"whpj"
修补,"whpu"
个案,"whpv"
侦察,"whpw"
修禅,"whpy"
俔,"whq"
悠然,"whqd"
倏尔,"whqi"
修饰,"whqn"
儏,"whqo"
倏忽,"whqr"
个儿,"whqt"
悠久,"whqy"
个把,"whrc"
修持,"whrf"
悠扬,"whrn"
侦探,"whrp"
修护,"whry"
修配,"whsg"
侦查,"whsj"
候机,"whsm"
修,"wht"
修筑,"whta"
修辞,"whtd"
修,whte
候选,"whtf"
跾,"whth"
絛,"whti"
修复,"whtj"
修身,"whtm"
悠,"whtn"
鯈,"whto"
企管,"whtp"
鎥,"whtq"
企鹅,"whtr"
休止符,"whtw"
攸,"whty"
修养,"whud"
修剪,"whue"
悠闲,"whus"
修道,"whut"
修好,"whvb"
修建,"whvf"
偼,"whvh"
修女,"whvv"
俱,"whw"
俱佳,"whwf"
俱全,"whwg"
个个,"whwh"
个体,"whws"
个位,"whwu"
个人,"whww"
俱,whwy
佌,"whx"
侦缉,"whxk"
偨,"whxs"
修缮,"whxu"
仆,"why"
修证,"whyg"
修齐,"whyj"
修为,"whyl"
企望,"whyn"
修订,"whys"
偿,"wi"
倘若,"wiad"
佛学院,"wibp"
低消耗,"widi"
俏,"wie"
俏,wieg
贪污受贿,"wiem"
倘未,"wifi"
从小到大,"wigd"
体温表,"wige"
人浮于事,"wigg"
偿还,"wigi"
俏丽,"wigm"
侊,"wigq"
停滞不前,"wigu"
俏皮,"wihc"
华清池,"wiib"
八小时,"wijf"
含水量,"wijg"
余光中,"wikh"
倘,"wim"
倘,wimk
僘,"wimt"
分水岭,"wimw"
偿,wip
偿,wipc
化学家,"wipe"
儅,"wipl"
傥,"wipq"
佻,"wiq"
倘然,"wiqd"
佻,wiqn
贪污犯,"wiqt"
贪小失大,"wird"
偷梁换柱,"wirs"
合法权益,"wisu"
偗,"with"
倒海翻江,"witi"
含沙射影,"witj"
登堂入室,"witp"
仯,"witt"
化学系,"witx"
氽,"wiu"
保温瓶,"wiua"
传染病,"wiug"
贪污盗窃,"wiup"
偿付,"wiwf"
偿命,"wiwg"
倘佯,"wiwu"
鹡鸰,"wiwy"
仦,"wiy"
介,"wj"
儤,"wjai"
介子,"wjbb"
伸出,"wjbm"
似是而非,"wjdd"
介面,"wjdm"
但愿,"wjdr"
但须,"wjed"
伸腿,"wjev"
伸及,"wjey"
俚,"wjf"
俚,wjfg
伸直,"wjfh"
介壳,"wjfp"
但,"wjg"
伸开,"wjga"
介于,"wjgf"
但,wjgg
偍,"wjgh"
从早到晚,"wjgj"
偒,"wjgr"
伸,"wjh"
伸,wjhh
敒,"wjht"
偍,wjhy
伸港,"wjia"
介,wjj
但是,"wjjg"
偶遇,"wjjm"
僈,"wjl"
偶,"wjm"
伸曲,"wjma"
偶,wjmy
但凡,"wjmy"
傝,"wjn"
伸展,"wjna"
倡导,"wjnf"
供电局,"wjnn"
借题发挥,"wjnr"
偶发,"wjnt"
偶数,"wjov"
伸冤,"wjpq"
偈,"wjq"
偶然,"wjqd"
偶尔,"wjqi"
偈,wjqn
介质,"wjrf"
保时捷,"wjrg"
全日制,"wjrm"
伸手,"wjrt"
倮,"wjs"
但丁,"wjsg"
但要,"wjsv"
倮,wjsy
伸长,"wjta"
介入,"wjty"
伸头,"wjud"
供电站,"wjuh"
介意,"wjuj"
偈颂,"wjwc"
何时何地,"wjwf"
偶合,"wjwg"
偶像,"wjwq"
俚俗,"wjww"
倱,"wjx"
儑,"wjxo"
伸缩,"wjxp"
伸张,"wjxt"
介绍,"wjxv"
俚语,"wjyg"
介词,"wjyn"
倡廉,"wjyu"
倡议,"wjyy"
保,"wk"
食品工业,"wkao"
集中营,"wkap"
保警,"wkaq"
偮,"wkb"
保卫,"wkbg"
保障,"wkbu"
保险,"wkbw"
保防,"wkby"
俋,"wkc"
堡垒,"wkcc"
保有,"wkde"
食品厂,"wkdg"
保存,"wkdh"
促成,"wkdn"
促膝,"wkes"
仲裁,"wkfa"
保真,"wkfh"
欲哭无泪,"wkfi"
促进,"wkfj"
俣,"wkg"
俣,wkgd
侱,"wkgg"
信口开河,"wkgi"
促,"wkh"
信口雌黄,"wkha"
仲,"wkhh"
僓,"wkhm"
儙,"wkhp"
保龄,"wkhw"
促,wkhy
保温,"wkij"
什叶派,"wkir"
保暖,"wkje"
侣,"wkk"
僤,"wkkf"
侣,wkkg
偘,"wkkk"
偔,"wkkn"
僺,"wkks"
合唱团,"wklf"
全中国,"wklg"
保罗,"wklq"
保山,"wkmm"
仲凯,"wkmn"
傊,"wkmy"
俁,"wkn"
仲尼,"wknx"
保守,"wkpf"
保定,"wkpg"
八路军,"wkpl"
保密,"wkpn"
保安,"wkpv"
保祐,"wkpy"
侃,"wkq"
兌,"wkqb"
保鲜,"wkqg"
促销,"wkqi"
侃,wkqn
保镖,"wkqs"
促狭,"wkqt"
保留,"wkqy"
保持,"wkrf"
保护,"wkry"
保,wks
堡,"wksf"
保本,"wksg"
賲,"wksm"
煲,"wkso"
保,wksy
侶,"wkt"
保长,"wkta"
保重,"wktg"
保释,"wkto"
保管,"wktp"
保税,"wktu"
保养,"wkud"
保单,"wkuj"
保姆,"wkvx"
伿,"wkw"
保佑,"wkwd"
保值,"wkwf"
促使,"wkwg"
保修,"wkwh"
仲介,"wkwj"
侃侃,"wkwk"
保健,"wkwv"
偏听偏信,"wkww"
保住,"wkwy"
保母,"wkxg"
保费,"wkxj"
信号弹,"wkxu"
保育,"wkyc"
保证,"wkyg"
食品店,"wkyh"
贪嗔痴,"wkyk"
命中率,"wkyx"
佃,"wl"
俄罗斯,"wlad"
体力劳动,"wlaf"
伽蓝,"wlaj"
八国联军,"wlbp"
個,"wld"
僂,"wlf"
停车场,"wlfn"
侵略者,"wlft"
佃,wlg
伽玛,"wlgc"
偎,"wlge"
伡,"wlh"
伽,"wlk"
佪,"wlkd"
伽,wlkg
儡,"wll"
儽,"wlli"
儡,wlll
侽,"wlln"
仂,"wln"
全力以赴,"wlnf"
全国性,"wlnt"
偲,"wlny"
僆,"wlp"
佃农,"wlpe"
候车室,"wlpg"
侵略军,"wlpl"
华国锋,"wlqt"
代办所,"wlrn"
佃租,"wlte"
全国各地,"wltf"
保加利亚,"wltg"
代办处,"wlth"
僌,"wlty"
佛罗伦萨,"wlwa"
倾国倾城,"wlwf"
全国人民代表大会,"wlww"
贫困化,"wlwx"
傫,"wlxi"
儸,"wlxy"
集思广益,"wlyu"
华罗庚,"wlyv"
仙,"wm"
儂,"wma"
合同工,"wmaa"
侧卧,"wmah"
仙草,"wmaj"
僼,"wmau"
倎,"wmaw"
仙子,"wmbb"
侧耳,"wmbg"
仙台,"wmck"
癹,"wmcy"
佒,"wmd"
偳,"wmdj"
侧面,"wmdm"
傰,"wme"
佩服,"wmeb"
傦,"wmeg"
倜,"wmf"
催款,"wmff"
倜,wmfk
仙境,"wmfu"
佩,"wmg"
佩,wmgh
催还,"wmgi"
催逼,"wmgk"
俜,"wmgn"
仙,wmh
侧目,"wmhh"
催眠,"wmhn"
侧睡,"wmht"
合同法,"wmif"
仙游,"wmiy"
侧,"wmj"
侧,wmjh
儩,"wmjr"
侧边,"wmlp"
仙界,"wmlw"
集邮册,"wmmm"
伤风败俗,"wmmw"
仙丹,"wmmy"
仉,"wmn"
仙居,"wmnd"
作贼心虚,"wmnh"
侧翼,"wmnl"
合同书,"wmnn"
仙家,"wmpe"
侧室,"wmpg"
仙鹤,"wmpw"
仙乐,"wmqi"
伣,"wmqn"
合同制,"wmrm"
仙逝,"wmrr"
贪赃枉法,"wmsi"
偑,"wmt"
催告,"wmtf"
侧重,"wmtg"
侧身,"wmtm"
登峰造极,"wmts"
侧门,"wmuy"
仙姑,"wmvd"
仙女,"wmvv"
催,"wmw"
仙翁,"wmwc"
催促,"wmwk"
侺,"wmwn"
仙人,"wmww"
催化,"wmwx"
催,wmwy
仙乡,"wmxt"
催讨,"wmyf"
侧记,"wmyn"
分崩离析,"wmys"
侗族,"wmyt"
亿,"wn"
假期,"wnad"
人尽其才,"wnaf"
假牙,"wnah"
僻巷,"wnaw"
倔,"wnb"
僝,"wnbb"
追随,"wnbd"
阜阳,"wnbj"
倔,wnbm
似能,"wnce"
侯马,"wncn"
倨,"wnd"
似有,"wnde"
倨,wndg
假面,"wndm"
亿万,"wndn"
伺服,"wneb"
含情脉脉,"wnee"
侯爵,"wnel"
追逐,"wnep"
似地,"wnfb"
追赶,"wnfh"
追求,"wnfi"
追击,"wnfm"
追索,"wnfp"
亿元,"wnfq"
领导者,"wnft"
领导干部,"wnfu"
舍己救人,"wnfw"
僻壤,"wnfy"
伺,"wng"
追到,"wngc"
僻静,"wnge"
偓,"wngf"
伺,wngk
假,"wnh"
假,wnhc
偦,"wnhe"
追上,"wnhh"
佀,"wnhn"
阜沙,"wnii"
追溯,"wniu"
似是,"wnjg"
假冒,"wnjh"
假日,"wnjj"
人民日报,"wnjr"
追星,"wnjt"
僻,"wnk"
人情味,"wnkf"
亿吨,"wnkg"
追踪,"wnkh"
僻,wnku
追回,"wnlk"
追思,"wnln"
馉,wnme
假山,"wnmm"
假账,"wnmt"
追赃,"wnmy"
亿,wnn
阜,"wnnf"
追怀,"wnng"
追悼,"wnnh"
侷,"wnnk"
頧,"wnnm"
追忆,"wnnn"
鴭,"wnno"
追,"wnnp"
假性,"wnnt"
僎,"wnnw"
假定,"wnpg"
假寐,"wnpn"
追究,"wnpw"
假钞,"wnqi"
假象,"wnqj"
假名,"wnqk"
追杀,"wnqs"
追授,"wnre"
追兵,"wnrg"
似的,"wnrq"
追打,"wnrs"
假手,"wnrt"
追撞,"wnru"
假扮,"wnrw"
公民权,"wnsc"
假想,"wnsh"
追查,"wnsj"
伺机,"wnsm"
追述,"wnsy"
侯,"wnt"
鄇,"wntb"
侯,wntd
假造,"wntf"
人民币,"wntm"
假释,"wnto"
佖,"wntt"
似乎,"wntu"
修改稿,"wnty"
偋,"wnu"
假装,"wnuf"
假意,"wnuj"
追问,"wnuk"
阜新,"wnus"
假道,"wnut"
追寻,"wnvf"
追剿,"wnvj"
假如,"wnvk"
僇,"wnw"
假借,"wnwa"
追悼会,"wnwf"
假使,"wnwg"
伺候,"wnwh"
假作,"wnwt"
全心全意,"wnwu"
人民代表大会,"wnww"
假货,"wnwx"
追念,"wnwy"
伲,"wnx"
倔强,"wnxk"
伲,wnxn
追缴,"wnxr"
似,"wny"
信以为真,"wnyf"
借书证,"wnyg"
舍己为人,"wnyl"
假设,"wnym"
追记,"wnyn"
追诉,"wnyr"
假话,"wnyt"
假说,"wnyu"
